benchmark,fork,ci,timewaste
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=sparsed1&numberOfSignificantValueDigits=3,6,"(0.8434481837946002, 1.3092353995659054)",49.90753250620302
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=shortestjHiccupLine&numberOfSignificantValueDigits=3,0,"(0.8153084752081994, 1.8511666882570703)",17.211496059126716
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=shortestjHiccupLine&numberOfSignificantValueDigits=3,2,"(0.9021619639469146, 1.3735631200155616)",46.03079037044555
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=shortestjHiccupLine&numberOfSignificantValueDigits=3,4,"(0.9729809553474801, 2.210507406280528)",-76.34872264377493
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=shortestjHiccupLine&numberOfSignificantValueDigits=3,6,"(0.6607833492143043, 1.0572768338610528)",-98.64613821372413
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=shortestjHiccupLine&numberOfSignificantValueDigits=3,8,"(1.1105453617547651, 2.301691501936724)",-126.7833241418947
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,0,"(0.3293997847548331, 1.263015085879426)",50.014664678360646
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,1,"(0.96862066534928, 1.2186253681946915)",5.104400396258761
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,2,"(0.8982606812084821, 1.2035945210338497)",-152.1861330200015
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,3,"(0.7152510052509359, 0.9044395802282615)",49.93142096297239
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,4,"(0.3376713295224951, 1.2925602430663727)",19.630834677066247
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,5,"(1.0164441718930224, 1.5693939874326657)",-192.1041056043104
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,7,"(0.9184644047598789, 1.520155140333302)",-139.77497626835998
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,8,"(0.7965275149224543, 0.9895975685921461)",29.819448180992772
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,9,"(0.9130183871476379, 1.2558231739473968)",49.94075173686254
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=cubic&numberOfSignificantValueDigits=2,0,"(0.9569947291879045, 1.0438308546106545)",49.93321691464631
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=cubic&numberOfSignificantValueDigits=2,1,"(0.9722391932286031, 1.2294461888308668)",-73.15014007256039
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=cubic&numberOfSignificantValueDigits=2,2,"(0.7342517172631954, 1.2283516135182775)",-154.70017261701074
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=cubic&numberOfSignificantValueDigits=2,3,"(0.85215206300242, 1.0323252464929236)",18.626882074698738
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=cubic&numberOfSignificantValueDigits=2,4,"(0.9330583423054545, 1.0341194146646862)",17.91793518004946
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=cubic&numberOfSignificantValueDigits=2,5,"(0.8308177515307537, 2.1106562221611207)",49.933380164291954
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=cubic&numberOfSignificantValueDigits=2,6,"(0.7791704629012269, 1.1072177829325005)",49.93573260150703
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=cubic&numberOfSignificantValueDigits=2,8,"(1.0290745797363392, 1.0942567423257155)",-47.03071769780439
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=cubic&numberOfSignificantValueDigits=2,9,"(0.921187234577829, 1.052170413067999)",29.019675276224138
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,0,"(0.8996001463677972, 1.2611729054456078)",49.91025443353198
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,1,"(0.9780605046956996, 1.1398793772705376)",49.90960857197721
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,2,"(0.8157160122076171, 2.3402200067471814)",49.909619054885916
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,3,"(0.9818755848120096, 1.1025330619135243)",49.90956223427626
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,4,"(0.9653402539969097, 1.1727310471459897)",49.909053982305245
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,5,"(0.966355284025648, 1.1107171441644763)",49.909860271658985
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,6,"(0.8848979654359802, 1.6954428714812622)",49.909621015250764
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,7,"(0.949308191379794, 1.1537974821375034)",49.91003895222702
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,8,"(0.9579785633255693, 1.1525465549254759)",49.909701808293136
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,9,"(0.9665105747521463, 1.1752950642838496)",49.909681945390226
JCTools__JCTools#org.jctools.jmh.collections.SetOps.contains#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,0,"(0.9963337675610687, 0.9996858176813186)",49.90001629097036
JCTools__JCTools#org.jctools.jmh.collections.SetOps.contains#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,1,"(0.9966320287039777, 1.0016630761386212)",49.900014684516385
JCTools__JCTools#org.jctools.jmh.collections.SetOps.contains#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,2,"(0.9997576924159954, 1.003400889508899)",49.90001490128382
JCTools__JCTools#org.jctools.jmh.collections.SetOps.contains#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,3,"(1.0099851452986357, 1.0140206134818883)",49.90001648863627
JCTools__JCTools#org.jctools.jmh.collections.SetOps.contains#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,5,"(1.0262012314127664, 1.0359987203024457)",-166.50004502023722
JCTools__JCTools#org.jctools.jmh.collections.SetOps.contains#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,6,"(0.9998625002598786, 1.0039358790904087)",49.90001549839503
JCTools__JCTools#org.jctools.jmh.collections.SetOps.contains#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,7,"(1.0010307859524146, 1.0045908104073935)",49.80001790952476
JCTools__JCTools#org.jctools.jmh.collections.SetOps.contains#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,8,"(1.002558142472394, 1.0059966208763935)",49.90001610515147
JCTools__JCTools#org.jctools.jmh.collections.SetOps.contains#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,9,"(0.986549758075447, 0.9937829200885187)",49.80001543444985
JCTools__JCTools#org.jctools.jmh.latency.MpqBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpscArrayQueue&warmup=true,0,"(1.3117361115387978, 1.4066861165630056)",-133.402201300969
JCTools__JCTools#org.jctools.jmh.latency.MpqBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpscArrayQueue&warmup=true,2,"(1.4586650026444594, 1.5644439356598676)",-115.5021555972398
JCTools__JCTools#org.jctools.jmh.latency.MpqBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpscArrayQueue&warmup=true,3,"(1.0869522452031002, 1.1354431207746336)",-157.0028062505344
JCTools__JCTools#org.jctools.jmh.latency.MpqBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpscArrayQueue&warmup=true,5,"(1.194408263932946, 1.2605994509166585)",-133.9021712376069
JCTools__JCTools#org.jctools.jmh.latency.MpqBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpscArrayQueue&warmup=true,6,"(0.5274515872213629, 0.5543428495449227)",-131.80193060964746
JCTools__JCTools#org.jctools.jmh.latency.MpqBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpscArrayQueue&warmup=true,8,"(1.2604693330314711, 1.3179667107773687)",-169.90260164670906
JCTools__JCTools#org.jctools.jmh.latency.MpqBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpscArrayQueue&warmup=true,9,"(1.0750967291588878, 1.129487756795394)",-127.80188462321672
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=100&qType=SpscArrayQueue,2,"(1.0402373007773404, 1.081946060800988)",45.00023600946297
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=100&qType=SpscArrayQueue,3,"(0.9770946518513765, 1.0196033741857968)",-194.80140772326172
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=100&qType=SpscArrayQueue,7,"(0.9720906341266063, 0.9818811683272302)",49.900352144604064
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=100&qType=SpscArrayQueue,9,"(1.0429346059317284, 1.076407583396058)",-198.80134678370828
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue,0,"(0.9999305996260982, 1.0003682838146275)",49.90000001660416
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue,1,"(0.9998652424310419, 0.9999779347322603)",49.900000015387356
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue,2,"(0.9998759337101697, 1.000418065331376)",50.000000016383964
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue,3,"(0.9998045686138228, 1.0003499112080732)",50.000000018690756
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue,4,"(0.99980200435675, 0.9999605558421809)",49.90000002085682
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue,5,"(0.999849991899914, 1.0001353158179178)",49.90000002523102
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue,6,"(0.9997712267222925, 0.9999519552925777)",50.00000001802618
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue,7,"(0.9999115787591191, 1.0004356335368756)",49.90000001638363
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue,8,"(0.9999074496332149, 1.0001349926413425)",50.00000001376975
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue,9,"(0.9999211322606705, 1.0003184636847902)",49.900000020038135
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline#limit=128000,0,"(0.995571167283097, 0.9999463220436072)",49.80001557176553
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline#limit=128000,2,"(1.0035631363660804, 1.0101920629850771)",49.80001656489204
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline#limit=128000,3,"(0.9939221538428369, 1.0016815408551234)",49.80001376396046
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline#limit=128000,4,"(0.9785378830735073, 1.005867647235829)",49.900016054613815
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline#limit=128000,5,"(0.9678999397093679, 1.1703554253555457)",49.80001398095844
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline#limit=128000,6,"(0.9856923848520578, 0.9951296601439781)",-189.80006456626788
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline#limit=128000,7,"(0.9960440735383969, 1.0046487999073612)",49.8000143390285
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline#limit=128000,8,"(0.9974165421355469, 1.0028898349641393)",49.800017088125884
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline#limit=128000,9,"(1.029402528310741, 1.388271930307425)",-193.30005628727417
JCTools__JCTools#org.jctools.jmh.latency.QueueBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true,1,"(0.3615002527729397, 0.3691944037352945)",-142.50527576604503
JCTools__JCTools#org.jctools.jmh.latency.QueueBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true,2,"(1.129944164548421, 1.2722450405320798)",-137.5073184896295
JCTools__JCTools#org.jctools.jmh.latency.QueueBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true,3,"(0.7194788227963785, 0.7841082799946819)",-139.00619109664507
JCTools__JCTools#org.jctools.jmh.latency.QueueBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true,7,"(0.48484724164150106, 0.48759165009437766)",-147.20587141912588
JCTools__JCTools#org.jctools.jmh.latency.QueueBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true,8,"(1.011967694856901, 1.058734056868996)",-137.90568536700732
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=128000,0,"(1.0132838777650395, 1.0254735503143309)",-150.6000491294928
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=128000,1,"(0.997063933293385, 1.006567271765289)",49.80001321634586
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=128000,2,"(1.0036474343704138, 1.010651542025541)",49.90001558373004
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=128000,3,"(0.9966488025916909, 1.0054068337589235)",49.90001713664149
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=128000,4,"(0.9817398562023919, 1.0038320642007494)",49.90001547798301
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=128000,5,"(0.9497206041050258, 0.9618785166755741)",-84.4000265777909
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=128000,6,"(0.9750685934047901, 1.0005607612056906)",49.80001478574877
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=128000,7,"(1.0127811587208024, 1.025323045837976)",-164.20004983102962
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=128000,8,"(0.9925273462557628, 0.9991188688003577)",49.80001619773123
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=128000,9,"(1.0138942737077707, 1.0207949915387233)",49.70001612251242
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=1&qType=SpmcArrayQueue,0,"(0.9966628832533757, 1.0079245136351807)",-146.60054757983374
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=1&qType=SpmcArrayQueue,1,"(1.9690250302723957, 1.994597742437792)",-191.60077229178157
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=1&qType=SpmcArrayQueue,2,"(1.0609325627465482, 1.1177415417692493)",-163.4005079266618
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=1&qType=SpmcArrayQueue,4,"(1.0073421855461144, 1.0154086072351114)",-164.00066626593275
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=1&qType=SpmcArrayQueue,9,"(1.044735861886571, 1.0508492385242432)",-155.50061997806594
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline#limit=128000,1,"(0.9726718939518948, 1.0949001902645061)",49.900017324626276
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline#limit=128000,4,"(0.97414639402445, 1.1270331968856688)",49.80001781562344
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline#limit=128000,6,"(0.9769313913946545, 1.0014129392525974)",49.90001699219643
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline#limit=128000,8,"(1.0141702285796605, 1.023057023189037)",-76.3000218636164
