benchmark,iteration,ci
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1350,"(0.9974403898664919, 1.0676361204309555)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1400,"(0.9830199646589605, 0.9937382807065107)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1450,"(0.9829649531551056, 0.9936372466405585)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1500,"(0.9801438945569427, 0.991084413268267)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1550,"(0.9789915434244403, 0.9895690516691225)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1600,"(0.9800783497792516, 0.9907120197466909)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1650,"(0.9813383360699146, 0.9923028307975018)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1700,"(0.9809463011747445, 0.9921614864005557)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1750,"(0.9807961117744037, 0.9916486205151372)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1800,"(0.9890174295994686, 1.039877795226014)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1850,"(0.9791011379843838, 0.9896901662119287)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead#,1900,"(0.9799695502512691, 0.9907014128330561)"
