project,benchmark,params,warmupTime,measurementTime,warmupIterations,measurementIterations,forks,warmupTimeSec,measurementTimeSec,warmupIterationsTime,measurementIterationsTime,forkTime,time
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_eager_ec,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove,isPresized=false&loadFactor=0.55&size=8750000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.JdkMutableMapGetTest.get,size=7750000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove,isPresized=true&loadFactor=0.55&size=2500000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.ScalaAnyRefMapPutTest.scalaAnyRef,isPresized=false&loadFactor=0.75&size=4500000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get,size=9250000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove,isPresized=true&loadFactor=0.55&size=4250000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.ChainMapPutTest.jdk,isPresized=false&loadFactor=0.70f&size=7250000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc,isPresized=false&loadFactor=0.75f&size=5000000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec,isPresized=false&loadFactor=0.80f&size=3000000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove,isPresized=true&loadFactor=0.55&size=4000000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec,isPresized=true&loadFactor=0.80f&size=9750000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.MinByDoubleTest.minByMarketValue_parallel_lazy_collect_methodref_jdk,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get,size=5500000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec,isPresized=true&loadFactor=0.75f&size=750000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/jetty.project,org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy,CACHE=true&POOL_TYPE=Pool.Linear&SIZE=4,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/jetty.project,org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame,matches=3&size=100,1 s,1 s,4,4,3,1.0,1.0,4.0,4.0,8.0,24.0
eclipse/jetty.project,org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce,matches=3&size=100,1 s,1 s,4,4,3,1.0,1.0,4.0,4.0,8.0,24.0
eclipse/jetty.project,org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testHashMapAndLinkedList,length=11&lookups=30&mostly=hits&size=12,2000 ms,2000 ms,6,3,5,2.0,2.0,12.0,6.0,18.0,90.0
eclipse/jetty.project,org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceGrowth,matches=3&size=3,1 s,1 s,4,4,3,1.0,1.0,4.0,4.0,8.0,24.0
eclipse/jetty.project,org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy,CACHE=true&POOL_TYPE=Pool.RoundRobin&SIZE=16,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/jetty.project,org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce,matches=3&size=3,1 s,1 s,4,4,3,1.0,1.0,4.0,4.0,8.0,24.0
eclipse/jetty.project,org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth,matches=0&size=100,1 s,1 s,4,4,3,1.0,1.0,4.0,4.0,8.0,24.0
eclipse/jetty.project,org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce,matches=0&size=3,1 s,1 s,4,4,3,1.0,1.0,4.0,4.0,8.0,24.0
eclipse/jetty.project,org.eclipse.jetty.http.jmh.HttpMethodBenchmark.testMapGet,,2000 ms,2000 ms,5,5,5,2.0,2.0,10.0,10.0,20.0,100.0
eclipse/jetty.project,org.eclipse.jetty.util.thread.jmh.ThreadPoolBenchmark.testMany,size=200&type=ETP,1000 ms,1000 ms,8,3,5,1.0,1.0,8.0,3.0,11.0,55.0
eclipse/jetty.project,org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth,matches=1&size=3,1 s,1 s,4,4,3,1.0,1.0,4.0,4.0,8.0,24.0
eclipse/jetty.project,org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testArrayList,length=11&lookups=10&mostly=misses&size=12,2000 ms,2000 ms,6,3,5,2.0,2.0,12.0,6.0,18.0,90.0
eclipse/jetty.project,org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheTimestamp,,500 ms,500 ms,7,7,5,0.5,0.5,3.5,3.5,7.0,35.0
eclipse/jetty.project,org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce,matches=1&size=3,1 s,1 s,4,4,3,1.0,1.0,4.0,4.0,8.0,24.0
eclipse/jetty.project,org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame,matches=1&size=3,1 s,1 s,4,4,3,1.0,1.0,4.0,4.0,8.0,24.0
eclipse/jetty.project,org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth,matches=0&size=1000,1 s,1 s,4,4,3,1.0,1.0,4.0,4.0,8.0,24.0
eclipse/jetty.project,org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheFormatNow,,500 ms,500 ms,7,7,5,0.5,0.5,3.5,3.5,7.0,35.0
eclipse/jetty.project,org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce,matches=1&size=100,1 s,1 s,4,4,3,1.0,1.0,4.0,4.0,8.0,24.0
eclipse/jetty.project,org.eclipse.jetty.util.thread.jmh.ThreadPoolBenchmark.testFew,size=200&type=QTP,1000 ms,1000 ms,8,3,5,1.0,1.0,8.0,3.0,11.0,55.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll,countk=250&limit=-1&syncThreshold=0,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct,countk=100&limit=50000&syncThreshold=10000,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema,param=medium::544,10 s,10 s,20,10,1,10.0,10.0,200.0,100.0,300.0,300.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct,countk=50&limit=1000&syncThreshold=10000,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll,countk=250&limit=50000&syncThreshold=10000,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions,param=simple::152,10 s,10 s,20,10,1,10.0,10.0,200.0,100.0,300.0,300.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct,countk=50&limit=10&syncThreshold=0,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll,countk=250&limit=10000&syncThreshold=0,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll,countk=10&limit=50000&syncThreshold=10000,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initialize,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions,param=longChain::5803,10 s,10 s,20,10,1,10.0,10.0,200.0,100.0,300.0,300.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema,param=moreRdfs::12180,10 s,10 s,20,10,1,10.0,10.0,200.0,100.0,300.0,300.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll,countk=10&limit=10000&syncThreshold=0,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct,countk=50&limit=50000&syncThreshold=0,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema,param=longChain::5803,10 s,10 s,20,10,1,10.0,10.0,200.0,100.0,300.0,300.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll,countk=250&limit=10&syncThreshold=10000,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning,param=medium::544,10 s,10 s,20,10,1,10.0,10.0,200.0,100.0,300.0,300.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll,countk=50&limit=10000&syncThreshold=0,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct,countk=10&limit=10000&syncThreshold=0,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
eclipse/rdf4j,org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct,countk=100&limit=-1&syncThreshold=10000,10 s,10 s,2,4,1,10.0,10.0,20.0,40.0,60.0,60.0
h2oai/h2o-3,water.util.IcedHashMapBench.writeMap,arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
h2oai/h2o-3,water.ChunkBench.colsRowsRead,cols=10000&rows=100000,10 s,10 s,5,10,1,10.0,10.0,50.0,100.0,150.0,150.0
h2oai/h2o-3,water.util.IcedHashMapBench.writeMap,arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
h2oai/h2o-3,water.ChunkBench.rawArrayRead,cols=1000&rows=1000,10 s,10 s,5,10,1,10.0,10.0,50.0,100.0,150.0,150.0
h2oai/h2o-3,water.util.IcedHashMapBench.writeMap,arrayType=Array&array_values_length=10000&keyType=String&n_entries=100000&valueType=Boolean,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
h2oai/h2o-3,water.ChunkBench.colsRowsRead,cols=1000&rows=100000,10 s,10 s,5,10,1,10.0,10.0,50.0,100.0,150.0,150.0
h2oai/h2o-3,water.util.IcedHashMapBench.writeMap,arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=100000&valueType=Boolean,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
h2oai/h2o-3,water.ChunkBench.colsRowsReadWithFinalChunk,cols=1000&rows=100000,10 s,10 s,5,10,1,10.0,10.0,50.0,100.0,150.0,150.0
h2oai/h2o-3,water.util.IcedHashMapBench.writeMap,arrayType=Array&array_values_length=100&keyType=String&n_entries=1000&valueType=String,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
h2oai/h2o-3,water.jdbc.SQLManagerBench.writeItem_double,rows=100&useRef=true,10 s,10 s,5,10,1,10.0,10.0,50.0,100.0,150.0,150.0
h2oai/h2o-3,water.util.IcedHashMapBench.writeMap,arrayType=None&array_values_length=1&keyType=String&n_entries=100000&valueType=String,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
h2oai/h2o-3,water.util.IcedHashMapBench.writeMap,arrayType=Array&array_values_length=10000&keyType=String&n_entries=10&valueType=String,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
h2oai/h2o-3,water.ChunkBench.rawArrayRead,cols=10000&rows=1000,10 s,10 s,5,10,1,10.0,10.0,50.0,100.0,150.0,150.0
h2oai/h2o-3,hex.tree.gbm.GbmMojoScoringBench.measureGbmScore0,rows=100000,10 s,10 s,3,10,1,10.0,10.0,30.0,100.0,130.0,130.0
h2oai/h2o-3,water.util.IcedHashMapBench.writeMap,arrayType=Array&array_values_length=100&keyType=String&n_entries=10&valueType=Boolean,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
h2oai/h2o-3,water.util.IcedHashMapBench.writeMap,arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=1000&valueType=Boolean,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
h2oai/h2o-3,water.util.IcedHashMapBench.writeMap,arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=Boolean,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
h2oai/h2o-3,water.ChunkBench.colsRowsRead,cols=10000&rows=1000,10 s,10 s,5,10,1,10.0,10.0,50.0,100.0,150.0,150.0
h2oai/h2o-3,water.util.IcedHashMapBench.writeMap,arrayType=None&array_values_length=1&keyType=String&n_entries=10&valueType=Integer,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
h2oai/h2o-3,hex.AUCBuilderBench.perRow,nBins=40&nObs=1000,10 s,10 s,5,10,1,10.0,10.0,50.0,100.0,150.0,150.0
hazelcast/hazelcast,com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
hazelcast/hazelcast,com.hazelcast.internal.util.collection.OAHashSetBenchmark.add_hz_OAHashSet_withHash,size=10000,100 ms,100 ms,5,10,5,0.1,0.1,0.5,1.0,1.5,7.5
hazelcast/hazelcast,com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G,depth=16,100 ms,100 ms,10,10,5,0.1,0.1,1.0,1.0,2.0,10.0
hazelcast/hazelcast,com.hazelcast.internal.util.collection.OAHashSetBenchmark.clear,size=100,100 ms,100 ms,5,10,5,0.1,0.1,0.5,1.0,1.5,7.5
hazelcast/hazelcast,com.hazelcast.internal.util.collection.OAHashSetBenchmark.remove_hz_OAHashSet,size=1000,100 ms,100 ms,5,10,5,0.1,0.1,0.5,1.0,1.5,7.5
hazelcast/hazelcast,com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_java_HashSet,size=10000,100 ms,100 ms,5,10,5,0.1,0.1,0.5,1.0,1.5,7.5
hazelcast/hazelcast,com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace,depth=16,100 ms,100 ms,10,10,5,0.1,0.1,1.0,1.0,2.0,10.0
hazelcast/hazelcast,com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSet,size=1000,100 ms,100 ms,5,10,5,0.1,0.1,0.5,1.0,1.5,7.5
hazelcast/hazelcast,com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
hazelcast/hazelcast,com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.clear_271,depth=10,100 ms,100 ms,10,10,5,0.1,0.1,1.0,1.0,2.0,10.0
hazelcast/hazelcast,com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSet,size=10,100 ms,100 ms,5,10,5,0.1,0.1,0.5,1.0,1.5,7.5
hazelcast/hazelcast,com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSet_withHash,size=10000,100 ms,100 ms,5,10,5,0.1,0.1,0.5,1.0,1.5,7.5
hazelcast/hazelcast,com.hazelcast.projection.QueryBenchmark.testSuppression,,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
hazelcast/hazelcast,com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSet,size=100000,100 ms,100 ms,5,10,5,0.1,0.1,0.5,1.0,1.5,7.5
hazelcast/hazelcast,com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_java_HashSet,size=100,100 ms,100 ms,5,10,5,0.1,0.1,0.5,1.0,1.5,7.5
hazelcast/hazelcast,com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
hazelcast/hazelcast,com.hazelcast.internal.serialization.impl.portable.portablereader.DefaultPortableReaderBenchmark.read,,1 s,1 s,10,5,5,1.0,1.0,10.0,5.0,15.0,75.0
hazelcast/hazelcast,com.hazelcast.internal.util.collection.OAHashSetBenchmark.add_java_HashSet,size=1000000,100 ms,100 ms,5,10,5,0.1,0.1,0.5,1.0,1.5,7.5
hazelcast/hazelcast,com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G,depth=16,100 ms,100 ms,10,10,5,0.1,0.1,1.0,1.0,2.0,10.0
hazelcast/hazelcast,com.hazelcast.internal.util.collection.OAHashSetBenchmark.remove_java_HashSet,size=100000,100 ms,100 ms,5,10,5,0.1,0.1,0.5,1.0,1.5,7.5
imglib/imglib2,net.imglib2.parallel.ParallelizationBenchmark.multiThreaded,,200 ms,200 ms,5,5,1,0.2,0.2,1.0,1.0,2.0,2.0
imglib/imglib2,net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilder,,100 ms,100 ms,4,8,1,0.1,0.1,0.4,0.8,1.2000000000000002,1.2000000000000002
imglib/imglib2,net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable,,100 ms,100 ms,4,8,1,0.1,0.1,0.4,0.8,1.2000000000000002,1.2000000000000002
imglib/imglib2,net.imglib2.converter.RealTypeConvertersBenchmark.converter,srcType=DoubleType&targetType=DoubleType,1 s,1 s,20,20,10,1.0,1.0,20.0,20.0,40.0,400.0
imglib/imglib2,net.imglib2.loops.LoopPerformanceBenchmark.copy_pairedView,,100 ms,100 ms,4,8,1,0.1,0.1,0.4,0.8,1.2000000000000002,1.2000000000000002
imglib/imglib2,net.imglib2.loops.LoopPerformanceBenchmark.gradient_niceAndSlow,,100 ms,100 ms,4,8,1,0.1,0.1,0.4,0.8,1.2000000000000002,1.2000000000000002
imglib/imglib2,net.imglib2.loops.SyncedPositionablesBenchmark.benchmark2,,1 s,1 s,20,20,10,1.0,1.0,20.0,20.0,40.0,400.0
imglib/imglib2,net.imglib2.parallel.ParallelizationBenchmark.singleThreaded,,200 ms,200 ms,5,5,1,0.2,0.2,1.0,1.0,2.0,2.0
imglib/imglib2,net.imglib2.parallel.ParallelizationBenchmark.twoThreadsForkJoinPool,,200 ms,200 ms,5,5,1,0.2,0.2,1.0,1.0,2.0,2.0
imglib/imglib2,net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList,,1 s,1 s,20,20,10,1.0,1.0,20.0,20.0,40.0,400.0
imglib/imglib2,net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6,,1 s,1 s,20,20,10,1.0,1.0,20.0,20.0,40.0,400.0
imglib/imglib2,net.imglib2.parallel.ParallelizationBenchmark.fixedThreadPool,,200 ms,200 ms,5,5,1,0.2,0.2,1.0,1.0,2.0,2.0
imglib/imglib2,net.imglib2.parallel.ParallelizationBenchmark.defaultBehavior,,200 ms,200 ms,5,5,1,0.2,0.2,1.0,1.0,2.0,2.0
imglib/imglib2,net.imglib2.loops.SyncedPositionablesBenchmark.benchmark4,,1 s,1 s,20,20,10,1.0,1.0,20.0,20.0,40.0,400.0
imglib/imglib2,net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopy,inputImage=ArrayImg&outputImage=ArrayImg,100 ms,100 ms,4,8,1,0.1,0.1,0.4,0.8,1.2000000000000002,1.2000000000000002
imglib/imglib2,net.imglib2.loops.SyncedPositionablesBenchmark.benchmark5,,1 s,1 s,20,20,10,1.0,1.0,20.0,20.0,40.0,400.0
imglib/imglib2,net.imglib2.loops.LoopPerformanceBenchmark.gradient_better,,100 ms,100 ms,4,8,1,0.1,0.1,0.4,0.8,1.2000000000000002,1.2000000000000002
imglib/imglib2,net.imglib2.loops.ClassCopyProviderBenchmark.sumMinMax_using_ClassCopyProvider,,1 s,1 s,20,20,10,1.0,1.0,20.0,20.0,40.0,400.0
imglib/imglib2,net.imglib2.loops.SyncedPositionablesBenchmark.benchmark3,,1 s,1 s,20,20,10,1.0,1.0,20.0,20.0,40.0,400.0
imglib/imglib2,net.imglib2.loops.LoopPerformanceBenchmark.gradient_LoopBuilder_MultiThreaded,,100 ms,100 ms,4,8,1,0.1,0.1,0.4,0.8,1.2000000000000002,1.2000000000000002
jdbi/jdbi,org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseOther,,2 s,5 s,5,5,1,2.0,5.0,10.0,25.0,35.0,35.0
jdbi/jdbi,org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseCopy,,2 s,5 s,5,5,1,2.0,5.0,10.0,25.0,35.0,35.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV3Benchmark.fluentInsertGeneratedKeyBindBean,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV3Benchmark.sqlobjectSelectOne,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.PGSqlObjectV3Benchmark.sqlobjectInsertGeneratedKeyValues,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.PGSqlObjectV2Benchmark.fluentInsertGeneratedKeyValues,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jdbi/jdbi,org.jdbi.v3.core.EnumBenchmark.mapEnumCaseInsensitive,,2 s,5 s,5,5,1,2.0,5.0,10.0,25.0,35.0,35.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.PGSqlObjectV2Benchmark.sqlobjectInsertGeneratedKeyValues,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV2Benchmark.sqlobjectInsertGeneratedKeyValues,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jdbi/jdbi,org.jdbi.v3.benchmark.QualifiersBenchmark.mapUnqualifiedBean,,2 s,5 s,5,5,4,2.0,5.0,10.0,25.0,35.0,140.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV2Benchmark.fluentInsertGeneratedKeyBindBean,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.PGSqlObjectV3Benchmark.fluentInsertGeneratedKeyValues,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV3Benchmark.attach,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV3Benchmark.fluentSelectOne,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jdbi/jdbi,org.jdbi.v3.benchmark.QualifiersBenchmark.eq3To3,,2 s,5 s,5,5,4,2.0,5.0,10.0,25.0,35.0,140.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV2Benchmark.attach,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jdbi/jdbi,org.jdbi.v3.benchmark.BeanBindingBenchmark.batchJdbiMap,,2 s,5 s,5,5,4,2.0,5.0,10.0,25.0,35.0,140.0
jdbi/jdbi,org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals,,2 s,5 s,5,5,1,2.0,5.0,10.0,25.0,35.0,35.0
jdbi/jdbi,org.jdbi.v3.benchmark.QualifiersBenchmark.neq4To4,,2 s,5 s,5,5,4,2.0,5.0,10.0,25.0,35.0,140.0
jdbi/jdbi,org.jdbi.v3.benchmark.sqlobject.PGSqlObjectV3Benchmark.sqlobjectInsertRowCountBindBean,,10 s,10 s,10,10,4,10.0,10.0,100.0,100.0,200.0,800.0
jgrapht/jgrapht,org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testBellmanFordBarabasiAlbert,m=500&m0=1000&numOfVertices=10000,10 s,10 s,3,8,1,10.0,10.0,30.0,80.0,110.0,110.0
jgrapht/jgrapht,org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testBellmanFordGnp,numOfVertices=10000&p=0.05,10 s,10 s,3,8,1,10.0,10.0,30.0,80.0,110.0,110.0
jgrapht/jgrapht,org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDijkstraGnm,edgeDegree=500&numOfVertices=10000,10 s,10 s,3,8,1,10.0,10.0,30.0,80.0,110.0,110.0
jgrapht/jgrapht,org.jgrapht.perf.lca.LowestCommonAncestorAlgorithmPerformanceTest.BinaryLiftingLCARandomTreeBenchmark.run,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
